TraitID	Trait	ObsNum	ObsGRNum	AccSpecNum
1844	Fine root intact branch length	4	4	1
1848	Fine root dichotomous branching index (DBI)	4	4	1
1850	Fine root tips per minirhizotron frame	36	36	1
1908	Fine root monthly decomposition rate	6	6	1
1910	Litter (fine root) decomposition: decomposition rate constant	12	12	1
1911	Litter (fine root) decomposition per soil surface area (monthly)	12	12	1
1912	Litter (fine root) decomposition per soil surface area (annual)	15	15	1
1917	Litter (fine root) decomposition: fine root dry mass decomposed per soil volume and time	72	72	1
1921	Fine root mortality: fine root length mortality per minirhizotron frame and time	28	28	1
1925	Fine root mortality: fine root number mortality per in-growth screen area and time	16	16	1
1926	Fine root mortality: fraction of fine root screen contacts lost during exposition	28	28	1
1930	Fine root length relative growth rate	60	60	1
1935	Fine root growth: fine root dry mass production per ground area per day	20	20	1
1937	Fine root growth: fraction of fine root number that has elongated since last measurement to total nu	108	108	1
1938	Fine root growth: fine root elongation	107	107	1
1939	Fine root growth: fine root length production per minirhizotron frame per exposition period	32	32	1
1945	Fine root growth: number of fine roots born per area of in-growth screen per time	16	16	1
1946	Fine root growth: amplitude of monthly net fine root production	3	3	1
1947	Fine root growth: probability that monthly net fine root production is greater than 0	12	12	1
1953	Fine root annual loss of nitrogen (N) through fine root mortality as a fraction of plant N storage	3	3	1
1954	Fine root dry mass turnover	21	21	1
1956	Fine root dry mass turnover during wet season	8	8	1
1957	Fine root dry mass turnover during dry season	8	8	1
1968	Fine root microbial relations: ratio of fungal rRNA gene copy number to bacterial rRNA gene copy num	16	16	1
1972	Fine root root hair incidence: fraction of fine root intersections that contain root hairs	62	62	1
1977	Fine root exudation: carbon (C) exudation as fraction of fine root dry mass	4	4	1
1978	Fine root phosphatase activity per fine root dry mass	14	14	1
1985	Fine root nitrogen (N) uptake per ground area during exposition period	20	20	1
1986	Fine root ammonium (NH4+) uptake per fine root dry mass per hour	4	4	1
1990	Fine root phosphate (H2PO4) uptake rate	4	4	1
2000	Fine root water uptake rate per fine root surface area	9	9	1
2015	Fine root density on screen: number of fine roots per area of in-growth screen	86	86	1
2022	Fine root length per minirhizotron frame	32	32	1
2036	Fine root (absorptive) nitrogen (N) isotope signature (delta 15N)	3	3	1
2067	Fine root (absorptive) sodium (Na) content per absorptive fine root dry mass	8	8	1
2108	Fine root (absorptive) cellulose carbon (C) per absorptive fine root carbon (C) content	3	3	1
2117	Fine root (absorptive) Cl- ion content per absorptive fine root dry mass	6	6	1
2118	Fine root (absorptive) sodium (Na+) ion content per absorptive fine root dry mass	6	6	1
2123	Fine root (absorptive) bound phenol content per absorptive fine root carbon (C) content	21	21	1
2124	Fine root (absorptive) cinnamyl phenol content per absorptive fine root carbon (C) content	3	3	1
2126	Fine root (absorptive) free phenols content per absorptive fine root carbon (C) content	21	21	1
2128	Fine root (absorptive) lignin phenol content per absorptive fine root carbon (C) content	21	21	1
2129	Fine root (absorptive) lignin carbon (C) content per absorptive fine root carbon (C) content	3	3	1
2136	Fine root (absorptive) p-hydroxy phenol content per absorptive fine root carbon (C) content	3	3	1
2137	Fine root (absorptive) 12 phenol content per absorptive fine root carbon (C) content	21	21	1
2142	Fine root (absorptive) syringyl phenol content per absorptive fine root carbon (C) content	3	3	1
2143	Fine root (absorptive) lipid content per absorptive fine root dry mass	8	8	1
2144	Fine root (absorptive) vanillyl phenol content per absorptive fine root carbon (C) content	3	3	1
2147	Fine root (absorptive) water soluble sugar content per absorptive fine root dry mass	16	16	1
2149	Fine root (absorptive) ratio of number of acid groups to number of aldehyde groups in syringyl pheno	3	3	1
2150	Fine root (absorptive) ratio of number of acid groups to number of aldehyde groups in vanillyl pheno	3	3	1
2151	"Fine root (absorptive) ratio of 3,5-dihydroxybenzoic acid groups to vanillyl phenols"	3	3	1
2153	Fine root (absorptive) ratio of of cinnamyl phenol to vanillyl phenol	3	3	1
2157	Fine root (absorptive) ratio of of syringyl phenol to vanillyl phenol	3	3	1
2158	Fine root (absorptive) ratio of vanillyl phenol to lignin phenol	3	3	1
2160	Fine root (absorptive) alkyl carbon (C) content per absorptive fine root carbon (C) content	4	4	1
2176	Fine root (absorptive) mortality: absorptive fine root dry mass mortality per ground area and time	6	6	1
2180	Fine root (absorptive) mortality: absorptive fine root length mortality per ground area and year	15	15	1
2188	Fine root (absorptive) growth: absorptive fine root dry mass production per ground area per year	3	3	1
2193	Fine root (absorptive) growth: fraction of absorptive fine root number that has elongated since last	58	58	1
2194	Fine root (absorptive) growth: absorptive fine root elongation	55	55	1
2199	Fine root (absorptive) growth: absorptive fine root length production per minirhizotron surface area	15	15	1
2272	Fine root (absorptive) carbon content per soil dry mass	3	3	1
2276	Fine root (absorptive) nitrogen (N) per soil dry mass	3	3	1
2283	Fine root (absorptive) length per minirhizotron screen area	15	15	1
2288	Fine root (absorptive) lignin phenol vegetation index	3	3	1
2292	Fine root (transport) nitrogen (N) isotope signature (delta 15N)	2	2	1
2300	Fine root (transport) vessel diameter	4	4	1
2312	Fine root (transport) calcium (Ca) content per transport fine root dry mass	8	8	1
2322	Fine root (transport) potassium (K) content per transport fine root dry mass	8	8	1
2323	Fine root (transport) sodium (Na) content per transport fine root dry mass	8	8	1
2327	Fine root (transport) manganese (Mn) content per transport fine root dry mass	8	8	1
2343	Fine root (transport) xylem vessel density in stele: number of xylem vessels per square millimeter o	2	2	1
2364	Fine root (transport) cellulose carbon (C) content per transport fine root carbon (C) content	2	2	1
2373	Fine root (transport) Cl- ion content per transport fine root dry mass	2	2	1
2374	Fine root (transport) sodium (Na+) ion content per transport fine root dry mass	2	2	1
2385	Fine root (transport) lignin carbon (C) content per transport fine root carbon (C) content	2	2	1
2403	Fine root (transport) water soluble sugar content per transport fine root dry mass	8	8	1
2436	Fine root (transport) mortality: transport fine root length mortality per ground area and year	15	15	1
2455	Fine root (transport) growth: transport fine root length production per minirhizotron surface area p	15	15	1
2528	Fine root (transport) carbon (C) content per soil dry mass	3	3	1
2532	Fine root (transport) nitrogen (N) per soil dry mass	3	3	1
2537	Fine root (transport) length per soil volume	8	8	1
2557	Belowground plant organ nitrogen (N) uptake rate	8	8	1
2572	Belowground plant organ iron (Fe) content per belowground plant organ dry mass	2		1
2575	Belowground plant organ magnesium (Mg) content per belowground plant organ dry mass	2		1
2703	Belowground plant organ growth: belowground plant organ dry mass production per ground area per day	4	4	1
2786	Belowground plant organ necromass (dead dry mass) per ground area for specified soil depth increment	10	10	1
2798	Belowground plant organ necromass to biomass ratio	10	10	1
2803	Fine root rooting depth where most of the root activity of interest occurs	201	201	1
2896	"Litter (other than leaf: twigs, bark, flowers...) phenols content per litter dry mass"	1	1	1
2908	"Litter (other than leaf: twigs, bark, flowers...) protein content per litter dry mass"	1	1	1
2946	Inflorescene: seed mass per inflorescence	143	143	1
2980	Branch annual growth	99		1
2991	Flower presence	102		1
2998	Leaf sulphate (SO4) content per dry mass	48	48	1
3016	Wood carbon isotope signature (delta13C)	59	59	1
3017	Twig loss of xylem hydraulic conductivity	25	25	1
3058	"Leaf area (in case of compound leaves undefined if leaf or leaflet, petiole and rhachis excluded)"	45	45	1
3061	Leaf shape index: lamina length / lamina width	177	177	1
3062	Leaf lamina dissection index: lamina perimeter / square root of lamina area	177	177	1
3125	Plant biomass and allometry: Leaf petiole dry mass per plant	92		1
3130	Root number of vessels per cross-section	1	1	1
3131	Root cross-sectional area of root stele	1	1	1
3132	Root cross-sectional area of vessel	1	1	1
3152	Root cross-sectional area	1	1	1
3214	Fine root forks per fine root length.	24		1
3215	Fine root calcium (Ca) content per fine root fresh mass	6	6	1
3216	Fine root potassium (K) content per fine root fresh mass	6	6	1
3217	Fine root magnesium (Mg) content per fine root fresh mass	6	6	1
3218	Fine root phosphorus (P) content per fine root fresh mass	6	6	1
3219	Fine root sulfur (S) content per fine root fresh mass	6	6	1
3220	Fine root aluminium (Al) content per fine root fresh mass	6	6	1
3221	Fine root manganese (Mn) content per fine root fresh mass	6	6	1
3228	Fine root root hair density	5	5	1
3229	Fine root root hair diameter	5	5	1
3243	Fine root (absorptive) number of phellem layers	58	58	1
3259	Fine root (absorptive) condensed tannins	8	8	1
3260	Fine root (absorptive) phenols chlorogenic acid molarity per absorptive fine root mass	90	90	1
3261	Fine root (absorptive) starch content per dry mass	90	90	1
3265	Fine root (absorptive) root hair density	15	15	1
3266	Fine root (absorptive) root hair diameter	15	15	1
3280	Fine root (transport) number of phellem layers	129	129	1
3297	Fine root (transport) phenols chlorogenic acid molarity per transport fine root mass	122	122	1
3298	Fine root (transport) starch content per dry mass	136	136	1
3302	Fine root (transport) root hair density	5	5	1
3303	Fine root (transport) root hair diameter	5	5	1
3363	Stomata density ratio from one side of leaf to other	108	108	1
3431	Plant biomass and allometry: Wood (heartwood) cross-sectional area at base	24	24	1
3433	Plant biomass and allometry: Wood (heartwood) cross-sectional area at base of crown	36	30	1
3435	Plant biomass and allometry: Bark cross-sectional area at breast height	141	141	1
3456	Leaf dry mass per branch	92		1
3481	Root links per root branch	4	4	1
3489	Stolon number per plant	925		1
3491	Stolon number of branches	745		1
3492	Stolon branch length	470		1
3493	Plant biomass and allometry: Stolon dry mass per plant	159		1
3494	Leaf lamina dry mass per petiole dry mass	157		1
3495	Plant biomass and allometry: Stolon dry mass per plant dry mass (stolon mass ratio)	144		1
3497	Flowering lag time: number of days from exposition start to flowering	73		1
3499	Branch length to start of foliage	512	512	1
3501	Twig leaf dry mass (twig foliage dry mass)	512	512	1
3502	Twig woody dry mass	511	511	1
3508	Plant number of stem nodes: development during growth	241	241	1
3509	Plant number of branches: development during growth	460	460	1
3512	Plant bolt date	386		1
3513	Plant date of first flower bud	358		1
3514	Plant death date	95		1
3589	Belowground storage organ fresh mass	95		1
3604	Resprout diameter (for coppiced trees)	384	384	1
3606	Branch number of leaves (leaves per branch)	384	384	1
3607	Branch number of fruits (fruits per branch)	384	384	1
3617	Branch age of largest branch	408	383	1
3619	Leaf non-volatile resin content per dry mass	120	120	1
3622	Inflorescence length carrying flowers	108	108	1
3623	Inflorescence length carrying bulblets	108	108	1
3723	Plant biomass and allometry: shoot ash free dry mass per plant dry mass	119	119	1
3724	Plant biomass and allometry: shoot ash content per plant dry mass	119	119	1
3780	Inflorescence saturated water content	3	3	1
3781	Inflorescence osmotic potential	3	3	1
3782	Inflorescence water potential	3	3	1
3783	Inflorescence relative water content at the point of turgor loss	3	3	1
3784	Inflorescence bulk modulus of elasticity	3	3	1
3785	Inflorescence water capacitance	12	12	1
3786	"Inflorescence water content difference between full turgor and turgor loss, per dry mass"	3	3	1
3787	Inflorescence osmotically active compounds per dry mass	3	3	1
3788	Inflorescence dry matter content (Inflorescence DMC)	3	3	1
3789	Inflorescence dry mass	3	3	1
3790	Bark carbon (C) content per dry mass (alive bark)	3	3	1
3791	Bark nitrogen (N) content per dry mass (alive bark)	3	3	1
3793	Bark: dead bark nitrogen (N) content per dry mass	3	3	1
3798	Leaf venation: number of secondary veins on the left side of the lamina	160	160	1
3799	Leaf length (leaf outer radius)	160	160	1
3800	Leaf width (leaf inner radius)	160	160	1
3833	Seed abortion: fraction of seeds without embryo	228	228	1
3834	Seed viability: fraction of seeds with low viabilty	228	228	1
3835	Seed viability: fraction of seeds without embryo or dead embryo	228	228	1
3836	Seed mass per fruit	320	320	1
3837	Leaf lipid hydroperoxide content per dry mass	596	596	1
3838	Leaf malondialdehyd content per dry mass	590	590	1
3839	Leaf alpha tocopherol content per dry mass	583	583	1
3840	Leaf alpha tocopherol content per area	582	582	1
3853	Leaf axil water conductivity	56	56	1
3854	Leaf axil water pH	56	56	1
3855	Leaf axil water volume	56	56	1
3861	Metamer dry mass	1293	1293	1
3862	Metamer width	1289	1289	1
3869	Leaf terminal thorn width at base	170	170	1
3871	Leaf teeth length (longest tooth)	170	170	1
3873	Leaf petiole length per petiole diameter	272	272	1
3878	Photosynthesis performance index	231	231	1
3879	Plant size: patch length	124	124	1
3880	Plant size: patch width	124	124	1
3882	Stomata conductance: potential stomatal conductance index (PCI)	250	250	1
3884	Inflorescence: number of umbels	244	244	1
3933	"Plant biomass and allometry: root dry mass per plant dry mass (root mass ratio, root mass fraction)"	44		1
3934	Stem silicon (Si) content per dry mass	43		1
3976	Plant expression of symbiosis marker genes	18		1
3977	Root surface area per plant	72		1
3978	Photosynthesis: non-photochemical quenching (NPQ)	72		1
3979	Leaf lipid content per leaf dry mass	18		1
4015	Shoot: plant aboveground (shoot) fresh biomass water content	49	49	1
4021	Plot aboveground biomass carbon (C) content per drymass	12	12	1
4022	Plot carbon content of non-dominant species per dry mass	12	12	1
4023	Plot nitrogen content of non-dominant species per dry mass	12	12	1
4029	Leaf vein length per leaf area	71	71	1
4030	Tiller thickness	108	108	1
4031	Tiller length	108	108	1
4032	Stomata conductance per leaf area: predawn	169	169	1
4033	Leaf intercellular CO2 concentration (Ci) predawn	167	167	1
4034	Leaf ratio of intercellular to ambient CO2 concentration (CiCa) predawn	167	167	1
4035	Leaf temperature predawn	171	171	1
4036	Leaf vapor pressure deficit predawn	171	171	1
4037	Stomata conductance per leaf area: midday	170	170	1
4038	Stomata conductance per leaf area: predawn to midday ratio	168	168	1
4039	Leaf ratio of intercellular to ambient CO2 concentration (CiCa) midday	167	167	1
4040	Leaf vapor pressure deficit midday	170	170	1
4041	Stomata size: area per stomata	218	218	1
